Src_PLAYER_ID,ActivityMonth,Product,BONUS_COST
12376281,2019-02-28,eGaming,50
14779911,2020-03-31,eGaming,50
18728282,2021-01-31,eGaming,59
12598252,2019-03-31,SportsBook,372
16195793,2020-09-30,SportsBook,6
13249112,2020-11-30,SportsBook,30
17577512,2021-06-30,eGaming,19
12561971,2019-02-28,SportsBook,90
15857830,2020-05-31,eGaming,16
13477167,2021-03-31,eGaming,25
13054766,2021-06-30,SportsBook,25
12874873,2020-08-31,SportsBook,20
15199367,2020-03-31,eGaming,25
18572864,2021-03-31,eGaming,50
13401161,2020-10-31,eGaming,19
12406223,2019-11-30,SportsBook,10
12730591,2020-07-31,SportsBook,50
15185240,2020-08-31,eGaming,20
15537715,2020-04-30,eGaming,4
16422511,2020-09-30,eGaming,50
13872719,2021-04-30,eGaming,19
14518020,2020-10-31,SportsBook,60
12576369,2019-12-31,eGaming,89
13182327,2020-12-31,eGaming,10
14733189,2020-11-30,SportsBook,40
16184618,2020-06-30,SportsBook,20
17563721,2021-04-30,eGaming,80
14686802,2020-03-31,eGaming,145
18773226,2021-02-28,eGaming,50
15828498,2020-05-31,eGaming,400
16561985,2021-02-28,eGaming,30
15076226,2020-06-30,SportsBook,50
12801926,2019-11-30,eGaming,30
13381394,2020-11-30,SportsBook,100
15072378,2020-03-31,eGaming,100
18624953,2021-05-31,eGaming,20
12834253,2019-04-30,SportsBook,5
13585593,2020-03-31,eGaming,49
12750669,2019-03-31,SportsBook,10
20188284,2021-05-31,eGaming,125
12464437,2020-10-31,eGaming,29
17517321,2020-11-30,SportsBook,150
16689407,2020-08-31,SportsBook,15
13668451,2020-02-29,eGaming,240
17378566,2020-10-31,SportsBook,500
15072749,2020-03-31,eGaming,100
12771592,2021-04-30,eGaming,50
13020425,2019-05-31,SportsBook,5
20045993,2021-04-30,eGaming,25
14704019,2020-12-31,eGaming,10
13178872,2020-07-31,eGaming,74
19572223,2021-03-31,eGaming,300
13258662,2021-06-30,eGaming,50
14616244,2019-12-31,SportsBook,10
18825312,2021-01-31,SportsBook,500
14481330,2020-03-31,eGaming,60
12582218,2021-01-31,eGaming,50
18070895,2020-12-31,SportsBook,500
14517063,2019-12-31,eGaming,7
17638453,2021-04-30,eGaming,918
18934813,2021-03-31,eGaming,48
13862416,2019-12-31,eGaming,30
18479354,2020-12-31,eGaming,100
20390931,2021-06-30,eGaming,150
20474766,2021-06-30,eGaming,277
19018897,2021-06-30,eGaming,4
15627567,2020-04-30,eGaming,25
15029377,2020-02-29,eGaming,100
13511847,2019-11-30,eGaming,18
13696130,2020-03-31,SportsBook,51
12788612,2019-04-30,eGaming,10
13312515,2020-08-31,SportsBook,100
16395848,2020-12-31,eGaming,30
13520713,2019-09-30,eGaming,13
17899601,2020-11-30,eGaming,25
13218811,2021-01-31,eGaming,100
18647628,2021-01-31,eGaming,50
12855946,2020-09-30,eGaming,99
14782392,2021-05-31,eGaming,20
12767864,2019-04-30,SportsBook,10
13301364,2019-12-31,eGaming,62
12468012,2021-04-30,eGaming,9
20665392,2021-06-30,eGaming,25
13905440,2020-04-30,eGaming,25
14788796,2020-02-29,SportsBook,50
15222051,2020-03-31,eGaming,134
13399044,2019-08-31,eGaming,100
12549970,2020-10-31,eGaming,60
14630894,2020-08-31,eGaming,50
15932925,2020-09-30,eGaming,19
15347801,2020-06-30,eGaming,25
15166703,2021-04-30,eGaming,200
15884721,2020-05-31,eGaming,48
13281859,2020-12-31,eGaming,49
13423793,2020-09-30,eGaming,100
13461070,2019-09-30,eGaming,150
12984638,2020-03-31,eGaming,10
13823867,2019-11-30,eGaming,100
17466950,2020-10-31,SportsBook,10
13632468,2020-07-31,SportsBook,50
17855241,2020-11-30,eGaming,255
13024204,2019-09-30,eGaming,63
13222251,2020-12-31,SportsBook,30
15151810,2020-03-31,eGaming,900
18975192,2021-03-31,eGaming,20
15894517,2020-05-31,eGaming,80
19298713,2021-06-30,eGaming,29
12366424,2021-05-31,eGaming,20
17465377,2021-02-28,eGaming,20
12651765,2020-09-30,SportsBook,400
13371113,2021-02-28,SportsBook,150
14508780,2020-11-30,eGaming,10
14610657,2019-12-31,eGaming,150
20118910,2021-05-31,SportsBook,26
13390841,2020-04-30,eGaming,70
13036432,2020-10-31,SportsBook,25
13144758,2020-11-30,eGaming,40
18487061,2021-01-31,eGaming,50
14549172,2020-08-31,SportsBook,150
14985313,2020-02-29,eGaming,98
19604549,2021-03-31,eGaming,16
20178110,2021-05-31,eGaming,84
12832070,2020-10-31,eGaming,30
17562496,2021-03-31,eGaming,50
12818730,2020-12-31,SportsBook,250
12496280,2019-02-28,eGaming,19
12648721,2019-03-31,eGaming,83
16489793,2020-07-31,SportsBook,12
20216658,2021-05-31,eGaming,389
13269571,2020-01-31,eGaming,689
18348839,2020-12-31,SportsBook,50
13897652,2021-01-31,eGaming,100
14783918,2020-07-31,eGaming,50
19594724,2021-03-31,SportsBook,10
16000704,2021-05-31,eGaming,70
17920722,2020-11-30,eGaming,90
13226868,2019-07-31,eGaming,5
17928560,2020-11-30,SportsBook,100
15351542,2020-04-30,eGaming,13
15737968,2021-02-28,SportsBook,50
17783020,2020-11-30,eGaming,906
16841472,2021-02-28,eGaming,60
13361457,2020-08-31,eGaming,60
13052389,2020-07-31,eGaming,30
14849779,2021-03-31,eGaming,10
13761570,2019-12-31,SportsBook,100
14572150,2021-06-30,eGaming,50
13677149,2019-10-31,SportsBook,500
15241774,2020-03-31,eGaming,100
17877851,2021-03-31,SportsBook,5
19092961,2021-02-28,eGaming,450
13422300,2019-09-30,eGaming,99
19066632,2021-02-28,eGaming,355
16546485,2021-05-31,eGaming,5
17575354,2020-10-31,eGaming,30
19688715,2021-04-30,eGaming,330
13905964,2020-09-30,eGaming,50
16744637,2021-06-30,eGaming,19
17740126,2020-11-30,SportsBook,30
20116915,2021-05-31,eGaming,215
14882290,2021-02-28,eGaming,15
13827578,2019-12-31,SportsBook,100
19755404,2021-04-30,eGaming,575
13082037,2019-11-30,eGaming,524
13024204,2020-01-31,eGaming,598
14741076,2020-01-31,SportsBook,360
18100685,2021-03-31,eGaming,50
18877392,2021-01-31,eGaming,100
19159593,2021-05-31,eGaming,10
14673565,2020-03-31,eGaming,39
13703566,2020-12-31,eGaming,30
15699412,2020-05-31,eGaming,20
12763959,2019-04-30,SportsBook,600
17111622,2020-09-30,eGaming,50
13162008,2020-04-30,SportsBook,20
13238293,2019-07-31,eGaming,25
12398005,2019-02-28,SportsBook,50
15304920,2020-03-31,eGaming,13
14728453,2020-03-31,eGaming,79
15327810,2020-04-30,eGaming,100
17094909,2020-09-30,eGaming,230
12766982,2019-04-30,SportsBook,10
12806426,2020-03-31,eGaming,20
19948180,2021-05-31,eGaming,49
13728700,2021-03-31,eGaming,12
18066537,2020-11-30,eGaming,40
18931285,2021-05-31,eGaming,20
14663893,2019-12-31,eGaming,30
13489182,2020-02-29,SportsBook,25
12486641,2020-01-31,eGaming,404
17481798,2020-10-31,eGaming,130
17226574,2020-10-31,eGaming,130
15006821,2020-07-31,SportsBook,50
12600895,2019-02-28,eGaming,50
15857221,2020-05-31,eGaming,200
13339988,2021-05-31,SportsBook,80
15541788,2020-04-30,eGaming,20
13857256,2020-08-31,eGaming,400
13919975,2020-06-30,SportsBook,100
16821430,2021-02-28,eGaming,60
14884033,2020-06-30,eGaming,60
17487861,2020-11-30,eGaming,130
12400667,2020-11-30,eGaming,9
13461830,2019-09-30,SportsBook,500
19037459,2021-02-28,eGaming,95
18225080,2020-12-31,eGaming,146
12426924,2020-08-31,eGaming,75
16141451,2020-09-30,eGaming,20
13011774,2021-02-28,eGaming,285
13770486,2019-10-31,eGaming,4
12610932,2019-07-31,eGaming,350
15302670,2020-03-31,eGaming,100
15579511,2020-04-30,eGaming,100
17050277,2021-02-28,eGaming,50
13398535,2021-03-31,eGaming,50
14994837,2020-02-29,eGaming,20
12400599,2019-03-31,SportsBook,300
14971082,2020-02-29,SportsBook,150
13951472,2019-11-30,eGaming,55
14628712,2020-11-30,eGaming,38
15912807,2020-05-31,eGaming,80
14674958,2021-02-28,SportsBook,31
19194346,2021-02-28,SportsBook,13
13295732,2019-08-31,SportsBook,30
18159252,2021-01-31,SportsBook,75
17356598,2020-10-31,eGaming,225
15651331,2020-04-30,eGaming,10
12549539,2020-07-31,eGaming,39
15969076,2021-04-30,eGaming,500
14755879,2020-01-31,eGaming,508
15209152,2020-06-30,SportsBook,5
19010609,2021-02-28,SportsBook,5
13474567,2021-01-31,eGaming,50
13500553,2019-09-30,eGaming,50
14844855,2021-02-28,eGaming,25
18233153,2021-05-31,eGaming,10
17702814,2020-11-30,eGaming,50
17616312,2020-10-31,eGaming,50
17499249,2021-05-31,eGaming,20
13852248,2020-08-31,eGaming,30
13414265,2020-01-31,eGaming,20
12850167,2019-04-30,SportsBook,300
15043533,2021-03-31,eGaming,12
15072099,2020-03-31,eGaming,30
14764746,2020-01-31,eGaming,269
17940305,2021-01-31,SportsBook,30
12986501,2020-08-31,eGaming,25
13203936,2020-11-30,eGaming,20
18527395,2020-12-31,eGaming,32
12703494,2021-03-31,eGaming,130
18935358,2021-01-31,SportsBook,500
12485690,2019-02-28,eGaming,125
13915875,2019-11-30,eGaming,100
12629911,2019-03-31,SportsBook,70
16611358,2021-01-31,eGaming,258
13798935,2020-03-31,eGaming,42
15222758,2020-09-30,eGaming,100
14559614,2020-05-31,eGaming,35
18799177,2021-05-31,SportsBook,99
15047981,2020-02-29,eGaming,10
18058224,2021-01-31,eGaming,20
14647099,2020-07-31,eGaming,20
19277965,2021-02-28,eGaming,25
13422977,2019-09-30,eGaming,100
12468570,2019-02-28,SportsBook,112
13797302,2020-11-30,eGaming,50
18226075,2020-12-31,eGaming,63
13386418,2019-11-30,SportsBook,10
13788976,2019-11-30,SportsBook,580
13670485,2021-05-31,eGaming,50
14856459,2020-07-31,eGaming,20
13516618,2019-10-31,SportsBook,40
19581668,2021-03-31,eGaming,30
13640826,2021-02-28,eGaming,100
13231081,2021-03-31,eGaming,30
16846216,2020-11-30,SportsBook,149
12463339,2019-03-31,SportsBook,200
13035279,2019-05-31,SportsBook,5
15056211,2020-03-31,eGaming,100
12421700,2020-06-30,SportsBook,5
15296362,2021-01-31,eGaming,57
20198250,2021-05-31,eGaming,25
15856769,2020-12-31,SportsBook,30
19197509,2021-02-28,eGaming,40
19756677,2021-04-30,eGaming,59
15152410,2020-03-31,eGaming,4
19282570,2021-05-31,eGaming,10
13481916,2019-09-30,SportsBook,500
16850541,2020-08-31,eGaming,26
13401805,2019-12-31,eGaming,50
12541939,2020-11-30,eGaming,80
18401904,2021-02-28,eGaming,80
13687938,2021-03-31,eGaming,10
12715553,2019-03-31,SportsBook,10
18649886,2021-01-31,SportsBook,180
12343903,2019-06-30,eGaming,4
13514815,2020-12-31,eGaming,10
17783523,2021-06-30,eGaming,80
13416462,2020-03-31,eGaming,40
18953542,2021-02-28,SportsBook,100
13875274,2020-10-31,eGaming,200
15948410,2020-12-31,eGaming,100
19043886,2021-02-28,eGaming,263
17627752,2020-10-31,SportsBook,10
14504329,2019-12-31,eGaming,25
18430066,2021-06-30,eGaming,16
18724810,2021-01-31,eGaming,149
13667675,2020-03-31,eGaming,20
13486538,2020-03-31,eGaming,50
13084274,2019-09-30,eGaming,99
16160490,2020-06-30,SportsBook,20
15167488,2020-11-30,eGaming,75
19485563,2021-03-31,eGaming,10
14783918,2021-05-31,eGaming,60
16022059,2021-02-28,eGaming,50
14917515,2020-02-29,eGaming,5
15879132,2020-05-31,eGaming,80
15077435,2021-05-31,eGaming,29
17960629,2020-11-30,eGaming,30
12469945,2019-12-31,SportsBook,150
19943728,2021-04-30,SportsBook,5
19390132,2021-03-31,eGaming,125
15705804,2020-05-31,eGaming,20
13495516,2020-06-30,SportsBook,5
18726922,2021-01-31,eGaming,499
15187614,2021-01-31,SportsBook,130
14698068,2020-01-31,eGaming,10
12721783,2019-05-31,eGaming,25
17316085,2020-10-31,SportsBook,21
17370871,2020-11-30,eGaming,68
14517045,2020-12-31,eGaming,215
18636519,2021-05-31,eGaming,200
17197596,2020-10-31,SportsBook,150
19590741,2021-04-30,SportsBook,30
15905562,2021-02-28,eGaming,588
19208681,2021-02-28,eGaming,40
15003519,2020-02-29,eGaming,25
12429619,2019-01-31,eGaming,19
17020728,2020-12-31,eGaming,10
16679349,2020-08-31,SportsBook,25
13361779,2020-11-30,eGaming,30
12538203,2019-04-30,eGaming,100
14575647,2019-12-31,eGaming,49
12607156,2020-08-31,SportsBook,50
19354314,2021-05-31,eGaming,9
17174756,2021-04-30,SportsBook,10
20281965,2021-05-31,eGaming,185
16822078,2020-08-31,eGaming,450
13335276,2019-08-31,SportsBook,500
14742730,2021-05-31,eGaming,20
12649281,2019-12-31,SportsBook,245
20138214,2021-05-31,eGaming,75
13854349,2021-06-30,eGaming,8
15722705,2020-05-31,eGaming,92
19961913,2021-06-30,eGaming,100
14920236,2020-02-29,eGaming,100
20498790,2021-06-30,SportsBook,500
14790509,2020-02-29,eGaming,30
14938934,2021-06-30,SportsBook,50
16244364,2020-07-31,eGaming,30
13283800,2020-04-30,eGaming,112
17282841,2021-04-30,SportsBook,149
13255583,2020-07-31,eGaming,20
15806276,2020-07-31,eGaming,80
13341758,2020-04-30,SportsBook,20
13619021,2019-12-31,eGaming,184
13071592,2020-01-31,eGaming,158
13528480,2019-09-30,eGaming,1
17603022,2021-01-31,eGaming,20
14888991,2021-01-31,eGaming,9
13372718,2019-12-31,eGaming,4
18687512,2021-02-28,eGaming,40
12631790,2021-05-31,eGaming,10
14917789,2020-02-29,eGaming,10
14895492,2020-10-31,eGaming,79
12338068,2021-04-30,eGaming,16
15051523,2021-06-30,eGaming,4
13326207,2019-08-31,SportsBook,500
14603843,2020-03-31,eGaming,25
20561214,2021-06-30,SportsBook,10
13012617,2019-11-30,eGaming,230
12597203,2021-03-31,eGaming,8
20229897,2021-05-31,SportsBook,500
13523878,2020-10-31,eGaming,25
13978790,2020-09-30,eGaming,50
17578060,2020-11-30,eGaming,327
12426924,2019-03-31,SportsBook,60
17204185,2020-09-30,eGaming,100
13470629,2021-02-28,eGaming,60
13386235,2021-01-31,SportsBook,13
16630644,2020-08-31,eGaming,30
12592977,2020-10-31,eGaming,9
16663118,2020-08-31,eGaming,50
13286865,2021-02-28,SportsBook,150
17224354,2020-12-31,eGaming,125
17563440,2020-11-30,eGaming,75
19107987,2021-02-28,eGaming,32
15309015,2020-03-31,eGaming,4
17688908,2021-05-31,eGaming,60
13287700,2019-10-31,SportsBook,30
19681249,2021-04-30,SportsBook,500
