src_player_id,ActivityMonth,Product,SubProduct,ActivePlayerDays,Bet_Amount,Win_Amount,Gross_Win,Net_Gross_Win,,
12819816,2020-02-29,SportsBook,Prematch,2,40,0,40,34,,
14468646,2020-08-31,SportsBook,Livebook,12,230,0,230,193,,
13956084,2020-11-30,SportsBook,Livebook,3,27,0,27,22,,
13597266,2020-02-29,SportsBook,Prematch,1,221,0,221,186,,
13342982,2019-08-31,SportsBook,Prematch,1,500,0,500,420,,
17469670,2021-03-31,eGaming,Non Table Games,24,34814,33000,1814,1524,,
13026863,2020-06-30,eGaming,Non Table Games,3,848,593,251,211,,
18641061,2021-04-30,eGaming,Non Table Games,8,38,25,14,11,,
12865134,2019-09-30,SportsBook,Prematch,5,150,0,150,126,,
13812022,2019-11-30,eGaming,Non Table Games,2,93,45,48,41,,
12790097,2019-04-30,SportsBook,Prematch,8,29,0,29,24,,
19762679,2021-05-31,eGaming,Non Table Games,30,0,0,0,0,,
17308307,2020-10-31,eGaming,Non Table Games,21,49580,50340,1148,964,,
13752656,2021-05-31,eGaming,Non Table Games,1,32,3,29,25,,
13347830,2019-12-31,eGaming,Table Games,3,35,42,7,6,,
13290350,2021-03-31,eGaming,Non Table Games,23,8517,8374,143,120,,
13626918,2020-02-29,SportsBook,Livebook,5,18,0,18,15,,
13074975,2020-06-30,SportsBook,Prematch,30,0,0,0,0,,
13856609,2021-04-30,SportsBook,Livebook,1,15,0,15,13,,
14741470,2020-02-29,eGaming,Non Table Games,3,507,649,142,119,,
12848128,2020-10-31,SportsBook,Livebook,2,40,0,40,34,,
19884999,2021-05-31,SportsBook,Prematch,21,233,40,193,162,,
13150548,2020-02-29,SportsBook,Livebook,6,374,500,126,106,,
13080736,2019-08-31,SportsBook,Livebook,2,108,143,35,30,,
15119248,2021-03-31,SportsBook,Prematch,12,74,32,42,35,,
18974871,2021-03-31,eGaming,Non Table Games,2,32,14,18,15,,
12849704,2019-05-31,SportsBook,Prematch,1,60,0,60,50,,
17307161,2020-11-30,SportsBook,Livebook,10,91,49,42,36,,
16090494,2020-06-30,SportsBook,Prematch,15,159,41,104,87,,
13105608,2019-12-31,SportsBook,Prematch,6,3192,940,2252,1892,,
15086149,2020-03-31,eGaming,Non Table Games,1,11,9,2,2,,
15189878,2021-05-31,SportsBook,Prematch,5,15,0,15,13,,
14582626,2020-12-31,eGaming,Table Games,1,186,136,50,42,,
13682285,2019-11-30,IVG,IVG,1,2,0,2,2,,
12367630,2021-05-31,eGaming,Non Table Games,14,9727,8413,1314,1104,,
19825563,2021-06-30,Lotto,Lotto,28,4011,1440,2571,2160,,
18201982,2021-04-30,SportsBook,Prematch,4,152,0,152,128,,
16511699,2020-07-31,eGaming,Non Table Games,1,179,99,80,67,,
13105720,2019-08-31,SportsBook,Prematch,3,171,0,171,144,,
18487526,2021-02-28,SportsBook,Livebook,4,6,0,6,5,,
12420975,2021-01-31,eGaming,Non Table Games,9,0,0,0,0,,
20277837,2021-05-31,SportsBook,Livebook,1,11,0,11,9,,
13293103,2019-07-31,SportsBook,Prematch,5,6,0,4,3,,
14559614,2019-12-31,SportsBook,Livebook,1,1,0,1,1,,
18454846,2021-01-31,SportsBook,Prematch,23,2059,1507,543,456,,
14655396,2020-01-31,eGaming,Table Games,2,55,35,20,17,,
13159728,2019-06-30,eGaming,Non Table Games,1,0,0,0,0,,
13053569,2021-05-31,eGaming,Non Table Games,2,26,6,20,17,,
18828169,2021-03-31,eGaming,Non Table Games,2,132,82,50,42,,
13447518,2020-04-30,eGaming,Table Games,1,54,54,0,0,,
13090579,2019-12-31,SportsBook,Prematch,6,120,0,120,101,,
16646739,2020-08-31,eGaming,Non Table Games,2,761,551,210,176,,
13241831,2020-03-31,SportsBook,Prematch,3,64,0,64,54,,
12530306,2019-04-30,eGaming,Non Table Games,3,9,5,3,3,,
14989628,2020-03-31,SportsBook,Livebook,2,76,65,11,9,,
13746908,2020-12-31,SportsBook,Prematch,1,26,0,26,22,,
12355515,2020-08-31,SportsBook,Livebook,25,486,339,143,120,,
12535264,2021-01-31,eGaming,Non Table Games,1,54,35,20,16,,
14774022,2020-03-31,eGaming,Non Table Games,5,971,895,77,64,,
19780170,2021-04-30,SportsBook,Prematch,2,12,0,12,10,,
12426412,2019-05-31,eGaming,Table Games,1,0,0,0,0,,
18341719,2021-04-30,SportsBook,Prematch,30,118,304,186,156,,
14469840,2021-02-28,SportsBook,Prematch,6,226,0,226,190,,
12481341,2021-03-31,eGaming,Non Table Games,4,0,0,0,0,,
13814913,2019-11-30,SportsBook,Livebook,2,20,0,20,17,,
18794882,2021-05-31,Lottery,Lucky Six,4,116,129,13,11,,
14930606,2020-03-31,SportsBook,Prematch,4,100,0,100,84,,
14908441,2020-02-29,eGaming,Table Games,1,87,110,23,19,,
18392325,2021-02-28,Lottery,Lucky Six,17,1260,1053,207,174,,
12777726,2021-04-30,SportsBook,Prematch,2,256,816,610,512,,
17943381,2021-01-31,SportsBook,Prematch,11,852,548,304,256,,
18527297,2021-01-31,SportsBook,Prematch,22,266,76,190,160,,
13815539,2020-11-30,eGaming,Non Table Games,13,105065,110661,5596,4701,,
15012320,2021-06-30,eGaming,Non Table Games,8,14519,12194,2326,1953,,
16275130,2020-12-31,Lotto,Lotto,3,15,0,15,13,,
14474763,2020-10-31,Lotto,Lotto,3,2,0,2,2,,
14403963,2019-12-31,SportsBook,Prematch,19,355,340,15,13,,
13192360,2019-08-31,eGaming,Table Games,3,45,52,7,6,,
13221324,2019-07-31,eGaming,Non Table Games,1,14,1,12,10,,
15367924,2021-01-31,eGaming,Non Table Games,2,2582,2149,433,363,,
14827314,2020-10-31,eGaming,Non Table Games,13,18570,18169,399,335,,
12421518,2021-06-30,eGaming,Non Table Games,1,24,12,12,10,,
19745722,2021-05-31,eGaming,Non Table Games,5,2544,2481,62,52,,
13335627,2019-11-30,IVG,IVG,4,331,155,176,148,,
19014638,2021-02-28,eGaming,Non Table Games,1,184,134,50,42,,
14682697,2021-01-31,eGaming,Non Table Games,8,1830,1499,331,278,,
13917810,2019-11-30,eGaming,Non Table Games,1,110,12,96,80,,
20557754,2021-06-30,SportsBook,Livebook,6,11338,7157,4181,3512,,
13104309,2021-06-30,SportsBook,Prematch,6,25,0,25,21,,
13004336,2019-06-30,eGaming,Non Table Games,1,60,35,24,21,,
15208536,2020-03-31,eGaming,Non Table Games,1,6204,6194,4,3,,
14661729,2021-04-30,SportsBook,Prematch,7,425,882,457,384,,
16301154,2020-12-31,SportsBook,Livebook,4,872,2294,1422,1194,,
18647913,2021-01-31,Lottery,Lucky Six,1,9,0,9,8,,
14959282,2020-11-30,eGaming,Non Table Games,1,35,15,20,16,,
17989139,2020-11-30,Lotto,Lotto,6,763,527,236,198,,
13109780,2019-06-30,SportsBook,Prematch,7,85,25,60,50,,
12548869,2019-02-28,eGaming,Non Table Games,2,45,22,23,19,,
13046509,2020-10-31,eGaming,Non Table Games,2,798,601,197,165,,
20689789,2021-06-30,eGaming,Non Table Games,1,1369,1270,99,83,,
13656739,2019-11-30,SportsBook,Prematch,4,27,14,17,15,,
15189249,2020-04-30,eGaming,Table Games,2,238,295,57,48,,
15092581,2020-12-31,eGaming,Table Games,1,34,16,17,15,,
16099304,2020-06-30,SportsBook,Livebook,1,9635,11245,1610,1353,,
17575829,2020-11-30,SportsBook,Prematch,17,1962,1965,3,3,,
12683561,2019-03-31,SportsBook,Prematch,6,1011,2556,1745,1466,,
12626388,2021-03-31,SportsBook,Prematch,2,49,0,49,41,,
16308532,2020-12-31,eGaming,Non Table Games,2,70,30,40,34,,
16632433,2021-05-31,eGaming,Non Table Games,3,110,51,59,49,,
14983679,2020-02-29,eGaming,Non Table Games,4,390,211,178,149,,
12640843,2019-09-30,IVG,IVG,8,1290,820,469,394,,
13364467,2021-05-31,SportsBook,Prematch,7,837,0,837,703,,
13894014,2020-05-31,eGaming,Non Table Games,1,54,25,29,24,,
12639523,2020-07-31,SportsBook,Livebook,25,922,117,805,676,,
15237306,2020-09-30,SportsBook,Prematch,2,4,7,3,2,,
17651527,2021-03-31,SportsBook,Prematch,3,2,0,2,2,,
12662433,2021-04-30,SportsBook,Prematch,2,43,0,43,37,,
12361914,2021-03-31,Lotto,Lotto,2,1,0,1,1,,
17883315,2020-12-31,SportsBook,Livebook,11,59,38,22,18,,
14824465,2020-01-31,eGaming,Non Table Games,3,1265,1295,38,32,,
14708593,2020-03-31,eGaming,Non Table Games,3,156,136,18,15,,
12853835,2021-05-31,SportsBook,Livebook,2,68,19,49,41,,
19185120,2021-05-31,SportsBook,Livebook,1,10,0,10,8,,
17708497,2020-11-30,SportsBook,Livebook,1,24,0,24,20,,
13513875,2020-01-31,eGaming,Table Games,4,3030,2375,655,550,,
14875670,2020-06-30,SportsBook,Livebook,2,340,393,53,44,,
14795920,2021-05-31,SportsBook,Prematch,4,1853,789,1064,894,,
15035700,2021-01-31,eGaming,Non Table Games,2,0,0,0,0,,
12639009,2019-05-31,SportsBook,Prematch,4,79,40,39,33,,
16257205,2020-09-30,SportsBook,Livebook,1,100,126,26,22,,
12579285,2019-07-31,SportsBook,Livebook,16,2069,1250,819,688,,
13064324,2020-02-29,eGaming,Non Table Games,13,1932,2042,112,94,,
13761264,2021-06-30,SportsBook,Livebook,4,33,16,17,14,,
14923224,2021-03-31,SportsBook,Prematch,5,154,84,71,59,,
16332130,2021-03-31,Lotto,Lotto,4,6,0,6,5,,
13070112,2019-05-31,SportsBook,Prematch,6,314,0,214,180,,
20615142,2021-06-30,eGaming,Non Table Games,3,9538,10486,949,797,,
13699265,2020-10-31,SportsBook,Prematch,4,75,74,1,1,,
14709270,2020-01-31,SportsBook,Livebook,1,10,0,10,8,,
13850736,2019-11-30,SportsBook,Livebook,1,6,0,6,5,,
18590525,2021-03-31,SportsBook,Prematch,18,2864,3682,818,687,,
15287028,2020-03-31,eGaming,Non Table Games,1,164,125,40,34,,
17028498,2020-09-30,SportsBook,Prematch,4,2768,1038,1730,1453,,
15259724,2020-08-31,eGaming,Table Games,1,0,0,0,0,,
16082862,2020-06-30,SportsBook,Prematch,1,20,0,20,17,,
12330018,2021-01-31,eGaming,Non Table Games,1,314,294,20,17,,
17799563,2020-11-30,eGaming,Non Table Games,1,5,2,3,3,,
19406516,2021-05-31,SportsBook,Prematch,12,37,10,27,23,,
12763794,2019-06-30,SportsBook,Livebook,3,320,282,37,31,,
17909624,2021-05-31,SportsBook,Prematch,6,19,0,19,16,,
14862928,2021-06-30,eGaming,Non Table Games,13,1377,1099,279,234,,
17589796,2020-12-31,SportsBook,Prematch,9,150,0,150,126,,
16065585,2020-08-31,eGaming,Table Games,2,139,88,51,43,,
14601007,2019-12-31,SportsBook,Prematch,1,5,0,5,4,,
14805421,2020-01-31,SportsBook,Prematch,8,1233,3022,1789,1503,,
12580044,2020-03-31,SportsBook,Prematch,4,155,118,37,31,,
14760555,2021-05-31,eGaming,Non Table Games,9,7735,6803,930,782,,
12768821,2020-09-30,eGaming,Non Table Games,1,0,0,0,0,,
18798801,2021-04-30,eGaming,Non Table Games,2,396,338,59,49,,
12681811,2021-02-28,eGaming,Non Table Games,1,39,30,10,8,,
19224064,2021-02-28,eGaming,Non Table Games,6,0,0,0,0,,
20610950,2021-06-30,eGaming,Non Table Games,2,2105,1976,129,109,,
13386604,2020-11-30,SportsBook,Prematch,25,96,2,94,79,,
15855512,2020-05-31,eGaming,Non Table Games,1,1350,953,370,311,,
12842902,2019-06-30,eGaming,Non Table Games,2,169,110,59,50,,
13091410,2019-11-30,SportsBook,Livebook,3,70,24,46,39,,
12763158,2020-02-29,SportsBook,Livebook,21,14511,13912,629,528,,
16308532,2020-11-30,eGaming,Non Table Games,5,2483,2247,233,195,,
15032397,2021-02-28,eGaming,Non Table Games,1,30,12,18,15,,
18044285,2020-11-30,eGaming,Non Table Games,4,90,46,44,37,,
13800586,2019-11-30,SportsBook,Prematch,5,55,0,55,46,,
12755096,2019-03-31,SportsBook,Prematch,1,51,0,51,43,,
19735032,2021-05-31,eGaming,Table Games,1,64,14,50,42,,
18628358,2021-03-31,eGaming,Non Table Games,7,0,0,0,0,,
15304824,2020-07-31,eGaming,Non Table Games,4,3266,2917,349,293,,
14933222,2020-09-30,SportsBook,Livebook,5,40,0,40,34,,
14715405,2020-01-31,SportsBook,Prematch,3,47,0,47,40,,
13788593,2019-10-31,eGaming,Table Games,1,34,32,2,2,,
17441410,2021-01-31,eGaming,Non Table Games,1,56,36,20,17,,
17231352,2021-02-28,SportsBook,Prematch,4,82,129,47,40,,
18055844,2021-04-30,Lotto,Lotto,19,74,0,74,62,,
15278789,2021-04-30,eGaming,Non Table Games,11,0,1,1,1,,
13365094,2020-08-31,SportsBook,Livebook,4,61,40,22,18,,
17771827,2021-01-31,eGaming,Non Table Games,2,0,0,0,0,,
13346665,2020-07-31,SportsBook,Prematch,4,28,0,28,24,,
13941640,2021-04-30,eGaming,Non Table Games,17,0,0,0,0,,
13514729,2020-02-29,eGaming,Non Table Games,16,16410,15397,1013,851,,
12715574,2019-04-30,SportsBook,Livebook,16,349,275,75,63,,
18820737,2021-01-31,eGaming,Table Games,1,22100,12000,10100,8484,,
13617968,2020-01-31,SportsBook,Livebook,5,311,27,284,238,,
12869033,2019-05-31,eGaming,Non Table Games,1,0,0,0,0,,
13011271,2021-02-28,Lotto,Lotto,1,1,4,3,2,,
20141005,2021-06-30,eGaming,Non Table Games,17,193,135,58,49,,
20383650,2021-06-30,eGaming,Non Table Games,3,453,275,178,150,,
20364236,2021-06-30,SportsBook,Prematch,2,3018,6435,3417,2870,,
12731784,2019-03-31,eGaming,Table Games,1,0,0,0,0,,
12667285,2020-01-31,SportsBook,Livebook,28,1748,1331,417,350,,
18750356,2021-01-31,eGaming,Non Table Games,1,295,196,99,83,,
13585593,2019-09-30,eGaming,Table Games,1,0,0,0,0,,
12438347,2019-01-31,eGaming,Table Games,1,0,0,0,0,,
12502892,2020-02-29,SportsBook,Prematch,9,840,1670,830,697,,
12439056,2021-06-30,SportsBook,Prematch,2,15,0,15,13,,
14994217,2020-03-31,SportsBook,Prematch,8,22,10,14,11,,
19857865,2021-04-30,eGaming,Non Table Games,3,79,64,15,12,,
13377160,2020-08-31,SportsBook,Livebook,1,17,10,7,6,,
12865738,2019-11-30,eGaming,Non Table Games,11,5195,5176,27,23,,
16612662,2020-09-30,SportsBook,Prematch,2,146,0,146,123,,
17989834,2020-12-31,eGaming,Non Table Games,1,120,21,100,84,,
20399924,2021-06-30,eGaming,Non Table Games,8,5012,4337,675,567,,
14675979,2020-06-30,eGaming,Non Table Games,5,1942,2378,436,366,,
16453572,2020-07-31,eGaming,Non Table Games,1,0,0,0,0,,
14993292,2020-11-30,SportsBook,Prematch,30,175,18,157,132,,
14679421,2021-01-31,SportsBook,Prematch,2,201,0,201,169,,
14986020,2020-04-30,eGaming,Non Table Games,1,183,83,99,83,,
14996830,2020-02-29,eGaming,Non Table Games,1,288,268,20,17,,
12731820,2019-06-30,SportsBook,Prematch,1,25,0,25,21,,
13975895,2020-11-30,SportsBook,Prematch,30,0,0,0,0,,
12646389,2019-08-31,SportsBook,Livebook,1,2,0,2,2,,
13481678,2020-04-30,eGaming,Non Table Games,2,3741,3212,523,440,,
13452823,2019-09-30,eGaming,Non Table Games,3,12,19,7,6,,
14700773,2020-02-29,SportsBook,Livebook,6,77,33,44,37,,
13399921,2021-06-30,eGaming,Non Table Games,17,0,0,0,0,,
19297419,2021-03-31,eGaming,Non Table Games,4,4495,3822,673,565,,
16242855,2020-08-31,SportsBook,Prematch,3,6,0,8,7,,
13239343,2019-08-31,eGaming,Non Table Games,1,1348,1179,156,131,,
19770370,2021-06-30,eGaming,Non Table Games,6,0,0,0,0,,
12706320,2020-08-31,eGaming,Non Table Games,4,1237,1037,195,164,,
15028879,2020-12-31,eGaming,Non Table Games,9,3829,3124,704,591,,
18087981,2020-12-31,IVG,IVG,1,8,6,2,2,,
12593605,2021-01-31,SportsBook,Prematch,1,20,0,20,17,,
13408297,2019-11-30,SportsBook,Prematch,8,225,285,92,77,,
13196548,2019-06-30,SportsBook,Prematch,4,2875,1350,1525,1281,,
12441422,2020-11-30,eGaming,Non Table Games,1,476,456,15,13,,
18900389,2021-06-30,SportsBook,Livebook,3,65,15,50,42,,
14505567,2020-07-31,eGaming,Non Table Games,2,1028,1169,150,126,,
12748417,2021-02-28,eGaming,Non Table Games,8,0,0,0,0,,
20251368,2021-05-31,eGaming,Non Table Games,2,421,244,177,149,,
16658554,2020-10-31,eGaming,Non Table Games,1,105,55,50,42,,
14758073,2020-05-31,eGaming,Non Table Games,8,3280,2758,518,435,,
13460544,2019-09-30,eGaming,Non Table Games,3,473,426,45,38,,
17469753,2021-04-30,SportsBook,Livebook,2,91,66,25,21,,
15638393,2020-04-30,eGaming,Non Table Games,1,55,30,25,21,,
14973579,2020-02-29,SportsBook,Prematch,3,33,0,33,28,,
18173340,2020-12-31,eGaming,Non Table Games,1,141,91,50,42,,
15151456,2021-05-31,eGaming,Non Table Games,1,2,1,1,1,,
13361044,2020-04-30,eGaming,Non Table Games,11,6116,6748,735,618,,
14741170,2020-01-31,eGaming,Non Table Games,1,168,143,25,21,,
12442887,2019-04-30,SportsBook,Prematch,7,29,4,25,21,,
14759231,2020-02-29,SportsBook,Livebook,1,40,0,40,34,,
14735509,2020-04-30,eGaming,Non Table Games,1,51,31,19,16,,
17274543,2021-04-30,SportsBook,Prematch,11,277,0,277,233,,
13830224,2019-11-30,eGaming,Non Table Games,1,5,6,1,1,,
17241111,2020-12-31,SportsBook,Livebook,3,176,0,176,148,,
20167145,2021-05-31,SportsBook,Livebook,13,4044,3308,736,618,,
13474645,2020-01-31,eGaming,Non Table Games,3,155,168,13,11,,
16497402,2021-01-31,eGaming,Non Table Games,25,0,0,0,0,,
17989965,2021-02-28,eGaming,Non Table Games,28,0,0,0,0,,
16438916,2020-11-30,SportsBook,Prematch,1,12,4,8,7,,
18345763,2020-12-31,eGaming,Non Table Games,1,131,82,48,40,,
13059814,2019-08-31,SportsBook,Livebook,1,15,0,15,13,,
19548263,2021-06-30,eGaming,Non Table Games,6,1537,1109,427,359,,
17588873,2021-03-31,SportsBook,Prematch,31,887,852,20,17,,
13857236,2020-03-31,SportsBook,Livebook,7,248,283,35,29,,
13837143,2020-05-31,SportsBook,Livebook,1,52,0,52,44,,
13641567,2019-11-30,SportsBook,Prematch,1,10,0,10,8,,
13944352,2021-05-31,SportsBook,Prematch,2,10,0,9,8,,
17525806,2021-02-28,SportsBook,Prematch,2,1,0,1,1,,
13238009,2019-07-31,eGaming,Table Games,1,0,0,0,0,,
13395795,2019-12-31,SportsBook,Livebook,9,361,0,361,303,,
17903199,2021-02-28,eGaming,Non Table Games,2,141,82,59,50,,
15000268,2020-02-29,SportsBook,Livebook,1,610,75,535,449,,
13519093,2019-12-31,SportsBook,Prematch,1,20,0,20,17,,
13654806,2020-01-31,SportsBook,Prematch,2,17,0,26,22,,
12458188,2021-05-31,eGaming,Table Games,1,317,267,50,42,,
12405806,2020-03-31,eGaming,Non Table Games,2,17850,17499,109,92,,
12839676,2021-05-31,eGaming,Non Table Games,5,2260,2645,385,323,,
13109780,2021-02-28,SportsBook,Prematch,1,5,0,5,4,,
13350920,2019-08-31,SportsBook,Livebook,1,2,0,2,2,,
17851420,2021-01-31,SportsBook,Prematch,2,40,0,40,34,,
13311061,2021-04-30,SportsBook,Prematch,2,84,137,53,44,,
17865437,2020-12-31,eGaming,Non Table Games,4,2361,3197,836,702,,
19555918,2021-04-30,eGaming,Non Table Games,12,3464,3318,146,123,,
15898709,2020-12-31,eGaming,Non Table Games,9,85567,89084,3517,2954,,
14563311,2019-12-31,eGaming,Non Table Games,1,0,0,0,0,,
13008536,2019-05-31,eGaming,Non Table Games,1,164,116,48,40,,
19497928,2021-06-30,SportsBook,Prematch,5,6,0,6,5,,
17674690,2021-06-30,SportsBook,Prematch,19,104,0,104,87,,
14507940,2020-08-31,SportsBook,Livebook,7,51,21,30,25,,
13254440,2019-07-31,SportsBook,Prematch,1,3,0,3,3,,
12640151,2020-03-31,SportsBook,Prematch,7,7,10,3,2,,
14021206,2020-02-29,SportsBook,Livebook,6,679,404,275,231,,
12543281,2021-02-28,eGaming,Non Table Games,2,2801,2853,52,44,,
17515899,2021-04-30,SportsBook,Prematch,1,50,0,50,42,,
13481571,2019-09-30,SportsBook,Prematch,6,91,0,76,64,,
13442143,2020-02-29,SportsBook,Livebook,5,53,0,53,45,,
15956107,2021-04-30,SportsBook,Prematch,2,4,0,4,3,,
19695661,2021-03-31,eGaming,Non Table Games,2,6195,6202,7,6,,
16144152,2020-07-31,SportsBook,Livebook,2,55,45,10,8,,
19075359,2021-04-30,eGaming,Non Table Games,13,8211,7455,757,636,,
12847892,2020-05-31,SportsBook,Livebook,2,40,19,21,18,,
13662422,2019-10-31,SportsBook,Livebook,1,63,43,20,17,,
12812987,2019-04-30,eGaming,Non Table Games,1,14,4,10,8,,
13896776,2021-03-31,SportsBook,Prematch,2,21,0,21,18,,
13021510,2019-06-30,eGaming,Table Games,1,2075,1675,400,336,,
15849414,2021-04-30,SportsBook,Livebook,1,98,0,98,82,,
13177919,2021-03-31,SportsBook,Prematch,27,393,62,332,279,,
13797879,2021-06-30,SportsBook,Prematch,30,0,0,0,0,,
13495761,2019-12-31,SportsBook,Prematch,26,2900,3724,824,692,,
12699627,2019-03-31,SportsBook,Livebook,4,152,14,138,116,,
12665751,2019-03-31,SportsBook,Livebook,2,64,13,51,43,,
18231081,2020-12-31,Lottery,Lucky Six,1,4,0,4,3,,
17638453,2021-06-30,eGaming,Non Table Games,1,2568,2086,482,405,,
17526622,2020-12-31,Lotto,Lotto,17,346,193,153,128,,
18338985,2020-12-31,eGaming,Non Table Games,4,15,0,14,12,,
12440536,2019-01-31,SportsBook,Prematch,5,181,121,44,37,,
13690572,2019-10-31,SportsBook,Prematch,15,10000,0,0,0,,
12787648,2020-02-29,IVG,IVG,3,107,100,7,6,,
12810393,2020-07-31,eGaming,Non Table Games,1,7209,6739,470,395,,
13650487,2019-10-31,eGaming,Non Table Games,2,5378,4778,553,465,,
19563349,2021-03-31,eGaming,Non Table Games,1,1704,420,1284,1079,,
12801783,2019-04-30,SportsBook,Prematch,9,195,636,441,370,,
12850041,2021-06-30,eGaming,Non Table Games,7,0,0,0,0,,
13414139,2019-10-31,SportsBook,Livebook,25,4083,3475,609,511,,
13231749,2020-08-31,eGaming,Non Table Games,1,170,141,28,23,,
19477779,2021-06-30,eGaming,Non Table Games,11,6070,5697,374,314,,
18329368,2021-01-31,SportsBook,Prematch,2,20,0,20,17,,
14486316,2020-12-31,SportsBook,Livebook,1,5,0,5,4,,
12702960,2019-10-31,SportsBook,Livebook,1,1,0,1,1,,
12813624,2019-06-30,SportsBook,Livebook,1,78,30,48,40,,
19255388,2021-02-28,SportsBook,Livebook,3,14,26,12,10,,
13238470,2021-06-30,SportsBook,Livebook,8,9,0,9,8,,
17367152,2021-05-31,eGaming,Non Table Games,5,54,1,53,44,,
12535365,2020-12-31,SportsBook,Prematch,4,366,175,191,161,,
17905644,2021-06-30,SportsBook,Prematch,1,10,0,10,8,,
12548399,2019-03-31,SportsBook,Livebook,21,713,204,509,428,,
18750931,2021-02-28,SportsBook,Livebook,3,10,0,10,8,,
12489661,2020-10-31,SportsBook,Prematch,7,22,0,22,18,,
14601152,2021-01-31,Lottery,LuckyX,2,61,26,35,30,,
15005538,2020-02-29,SportsBook,Prematch,2,80,0,80,67,,
16430578,2020-08-31,SportsBook,Prematch,2,3000,5825,2825,2373,,
16641316,2021-03-31,eGaming,Non Table Games,17,3887,3069,818,687,,
13126467,2021-04-30,eGaming,Table Games,8,20350,19218,1133,951,,
14542196,2020-07-31,SportsBook,Prematch,16,118,0,118,99,,
17124556,2021-01-31,SportsBook,Livebook,1,10,0,10,8,,
13862330,2019-11-30,SportsBook,Livebook,15,77,31,46,39,,
13260817,2020-02-29,SportsBook,Prematch,1,10,0,10,8,,
15051679,2020-12-31,eGaming,Non Table Games,13,19965,18570,1395,1172,,
12657799,2019-05-31,eGaming,Non Table Games,1,0,0,0,0,,
13146184,2019-10-31,IVG,IVG,1,4,0,4,3,,
19522340,2021-06-30,SportsBook,Prematch,12,496,332,164,137,,
12868442,2019-04-30,SportsBook,Prematch,2,27,0,27,23,,
13082015,2019-05-31,SportsBook,Prematch,4,200,0,200,168,,
12861562,2019-12-31,SportsBook,Livebook,4,110,181,71,59,,
12588157,2021-01-31,eGaming,Non Table Games,12,2,19,17,14,,
17326285,2020-10-31,SportsBook,Livebook,1,25,0,25,21,,
19530993,2021-03-31,eGaming,Non Table Games,8,0,0,0,0,,
14596440,2021-02-28,SportsBook,Prematch,6,50,0,50,42,,
12686059,2020-12-31,eGaming,Non Table Games,2,66,47,19,16,,
13015628,2021-01-31,SportsBook,Livebook,9,5931,5535,395,332,,
16711609,2020-10-31,eGaming,Non Table Games,11,11036,10163,873,733,,
14875670,2020-12-31,SportsBook,Livebook,2,532,337,195,164,,
12625781,2020-03-31,SportsBook,Prematch,5,307,584,277,233,,
19464578,2021-03-31,eGaming,Non Table Games,11,224,218,6,5,,
18396417,2020-12-31,SportsBook,Livebook,1,4,0,4,3,,
15259687,2020-09-30,SportsBook,Livebook,23,1095,610,485,407,,
12853835,2019-06-30,SportsBook,Prematch,7,146,148,2,2,,
13972601,2021-01-31,SportsBook,Livebook,5,31,0,31,26,,
14488700,2021-01-31,eGaming,Non Table Games,12,4085,2926,1160,974,,
