Src_Player_Id,System_First_Bet_Datetime,System_First_BetSlip_Amt,System_First_Bet_Product_Group,System_First_Bet_Product,System_First_Bet_Channel,System_First_Bet_Platform
15550819,2020-04-21 16:17:25,4,eGaming,Non Table Games,Online,Web
20720641,NULL,NULL,NULL,NULL,NULL,NULL
13695343,2019-10-15 20:18:36,500,Sports,Prematch,Online,Web
20516707,NULL,NULL,NULL,NULL,NULL,NULL
19518700,NULL,NULL,NULL,NULL,NULL,NULL
13583797,NULL,NULL,NULL,NULL,NULL,NULL
16139956,NULL,NULL,NULL,NULL,NULL,NULL
13847372,2019-11-07 11:42:18,3,Sports,Prematch,Online,Mobile
14494102,2019-12-05 16:42:01,0,eGaming,Non Table Games,Online,Mobile
13708276,2019-10-17 11:47:59,1,eGaming,Non Table Games,Online,Mobile
13872938,NULL,NULL,NULL,NULL,NULL,NULL
19985666,NULL,NULL,NULL,NULL,NULL,NULL
13854014,2019-11-08 11:09:09,20,Sports,Prematch,Online,Web
12460424,2019-01-31 12:39:44,0,eGaming,Non Table Games,Online,Mobile
15450676,2020-04-13 23:35:37,1,eGaming,Non Table Games,Online,Mobile
12680225,2019-03-16 18:07:30,0,eGaming,Non Table Games,Online,Mobile
15097445,2020-03-07 17:02:03,2,eGaming,Non Table Games,Online,Mobile
14480032,NULL,NULL,NULL,NULL,NULL,NULL
12408613,2019-01-19 18:15:54,0,eGaming,Non Table Games,Online,Mobile
14820332,NULL,NULL,NULL,NULL,NULL,NULL
15040847,2020-03-02 20:47:26,1,eGaming,Non Table Games,Online,Mobile
15209400,2020-03-22 10:22:38,2,eGaming,Non Table Games,Online,Mobile
18070676,2020-12-05 19:25:03,2,eGaming,Non Table Games,Online,Web
17225532,2020-09-23 22:27:41,20,Sports,Live,Online,Mobile
12507484,NULL,NULL,NULL,NULL,NULL,NULL
12861101,2019-04-25 18:39:55,5,Sports,Prematch,Online,Mobile
15644746,2020-04-29 15:45:47,3,eGaming,Non Table Games,Online,Mobile
13307468,2019-07-31 12:39:47,5,Sports,Live,Online,Web
15735273,NULL,NULL,NULL,NULL,NULL,NULL
14772152,2020-01-15 23:02:47,1,eGaming,Non Table Games,Online,Mobile
17331296,2020-11-14 08:17:18,20,Sports,Prematch,Online,Mobile
17022509,NULL,NULL,NULL,NULL,NULL,NULL
15385415,2020-04-08 07:16:02,10,eGaming,Non Table Games,Online,Mobile
14495601,2020-12-11 12:11:01,1,eGaming,Non Table Games,Online,Mobile
12336771,NULL,NULL,NULL,NULL,NULL,NULL
18760298,2021-01-14 12:42:48,5,Sports,Prematch,Online,Web
14512856,2019-12-08 17:44:55,5,Sports,Prematch,Online,Mobile
13958560,NULL,NULL,NULL,NULL,NULL,NULL
14819194,2020-01-22 18:16:46,10,Sports,Prematch,Online,Mobile
17329893,2020-10-02 19:11:04,0,eGaming,Non Table Games,Online,Mobile
12633682,NULL,NULL,NULL,NULL,NULL,NULL
12729682,2019-03-25 10:47:46,0,eGaming,Non Table Games,Online,Mobile
15689029,2020-05-03 09:02:47,3,eGaming,Non Table Games,Online,Mobile
13611021,2019-10-01 11:30:32,10,Sports,Prematch,Online,Mobile
15932812,NULL,NULL,NULL,NULL,NULL,NULL
13254518,2019-07-15 08:46:35,1,eGaming,Non Table Games,Online,Mobile
13004498,NULL,NULL,NULL,NULL,NULL,NULL
15045170,2020-02-29 12:16:26,0,eGaming,Non Table Games,Online,Mobile
14690705,2020-01-04 03:59:42,1,eGaming,Non Table Games,Online,Web
13438733,NULL,NULL,NULL,NULL,NULL,NULL
13746297,2019-10-23 08:05:39,1,eGaming,Non Table Games,Online,Mobile
13835353,NULL,NULL,NULL,NULL,NULL,NULL
12730705,2019-03-25 15:32:14,1,eGaming,Non Table Games,Online,Web
16393120,NULL,NULL,NULL,NULL,NULL,NULL
20198850,2021-05-22 19:46:36,0,eGaming,Non Table Games,Online,Mobile
19085810,NULL,NULL,NULL,NULL,NULL,NULL
15370407,2020-04-06 16:25:23,10,eGaming,Non Table Games,Online,Mobile
15843943,NULL,NULL,NULL,NULL,NULL,NULL
18232501,NULL,NULL,NULL,NULL,NULL,NULL
12636261,NULL,NULL,NULL,NULL,NULL,NULL
15599011,2020-04-25 15:53:40,1,eGaming,Non Table Games,Online,Mobile
20728295,NULL,NULL,NULL,NULL,NULL,NULL
13701529,NULL,NULL,NULL,NULL,NULL,NULL
20542998,NULL,NULL,NULL,NULL,NULL,NULL
19532542,2021-03-16 17:15:02,2,eGaming,Non Table Games,Online,Mobile
13597545,2019-09-28 12:20:49,0,eGaming,Non Table Games,Online,Mobile
16143221,NULL,NULL,NULL,NULL,NULL,NULL
13864260,2019-11-09 18:55:11,0,eGaming,Non Table Games,Online,Mobile
14504921,NULL,NULL,NULL,NULL,NULL,NULL
13740555,2019-10-31 20:05:32,10,Sports,Prematch,Online,Mobile
13891148,2019-11-13 15:10:02,5,Sports,Prematch,Online,Mobile
20054353,NULL,NULL,NULL,NULL,NULL,NULL
13857296,NULL,NULL,NULL,NULL,NULL,NULL
12470186,2019-02-02 20:06:32,200,Sports,Prematch,Online,Mobile
15453934,NULL,NULL,NULL,NULL,NULL,NULL
12697854,NULL,NULL,NULL,NULL,NULL,NULL
15101994,2020-03-08 13:23:49,10,eGaming,Non Table Games,Online,Mobile
14485630,NULL,NULL,NULL,NULL,NULL,NULL
12418375,2019-01-21 18:28:07,2,eGaming,Non Table Games,Online,Mobile
14820812,NULL,NULL,NULL,NULL,NULL,NULL
15066747,2020-03-02 18:16:55,2,eGaming,Non Table Games,Online,Mobile
15228390,2020-03-24 09:28:04,1,eGaming,Non Table Games,Online,Mobile
18109966,2020-11-30 18:37:07,250,Sports,Prematch,Online,Web
17286880,2020-09-30 06:28:54,0,eGaming,Non Table Games,Online,Mobile
12558883,2019-02-19 17:32:25,2,Sports,Prematch,Online,Mobile
12985543,2019-05-12 12:09:49,10,Sports,Prematch,Online,Mobile
15655736,2020-04-30 15:20:09,1,eGaming,Non Table Games,Online,Mobile
13321326,2019-08-04 10:57:09,1,eGaming,Table Games,Online,Mobile
15757355,NULL,NULL,NULL,NULL,NULL,NULL
14781047,2020-01-17 18:42:17,10,Sports,Prematch,Online,Mobile
17425409,2020-10-19 13:31:49,0,eGaming,Non Table Games,Online,Mobile
17025281,2020-09-02 22:31:53,10,eGaming,Non Table Games,Online,Mobile
15470751,2020-04-15 11:58:16,10,eGaming,Non Table Games,Online,Web
14531392,NULL,NULL,NULL,NULL,NULL,NULL
12338774,NULL,NULL,NULL,NULL,NULL,NULL
18815457,2021-01-19 12:28:12,0,eGaming,Non Table Games,Online,Mobile
14525093,2019-12-10 14:43:51,2,Sports,Prematch,Online,Mobile
14461191,NULL,NULL,NULL,NULL,NULL,NULL
14825115,2020-01-23 15:26:15,10,Sports,Prematch,Online,Mobile
17330527,NULL,NULL,NULL,NULL,NULL,NULL
12634025,2019-03-06 09:51:48,0,eGaming,Non Table Games,Online,Mobile
12753326,2019-03-30 19:46:50,0,eGaming,Non Table Games,Online,Mobile
15689321,2020-05-03 09:48:59,3,eGaming,Non Table Games,Online,Mobile
13637872,2019-10-06 22:12:27,10,Sports,Live,Online,Mobile
15935988,2020-05-31 10:51:07,1,eGaming,Non Table Games,Online,Mobile
13287327,2019-07-24 12:07:28,1,eGaming,Non Table Games,Online,Mobile
13004847,2019-05-05 14:59:05,1,eGaming,Non Table Games,Online,Mobile
15090438,2020-03-06 18:53:34,500,Sports,Prematch,Online,Web
14698936,NULL,NULL,NULL,NULL,NULL,NULL
13448788,2019-09-06 21:00:39,500,Sports,Prematch,Online,Web
13746646,2019-10-24 17:45:05,2,Sports,Prematch,Online,Mobile
13842522,2019-11-06 18:10:48,10,Sports,Prematch,Online,Mobile
12739348,NULL,NULL,NULL,NULL,NULL,NULL
16429874,2020-07-20 15:52:15,0,eGaming,Non Table Games,Online,Mobile
20205377,2021-05-14 17:30:49,0,eGaming,Non Table Games,Online,Mobile
19103433,NULL,NULL,NULL,NULL,NULL,NULL
15396827,2020-04-09 14:38:50,1,eGaming,Non Table Games,Online,Mobile
15879889,2020-05-23 19:21:12,1,eGaming,Non Table Games,Online,Mobile
18253545,NULL,NULL,NULL,NULL,NULL,NULL
12650671,NULL,NULL,NULL,NULL,NULL,NULL
15609857,2020-04-26 07:29:20,10,eGaming,Non Table Games,Online,Mobile
20735371,NULL,NULL,NULL,NULL,NULL,NULL
13707065,NULL,NULL,NULL,NULL,NULL,NULL
20558506,NULL,NULL,NULL,NULL,NULL,NULL
19591703,2021-03-21 10:34:43,0,eGaming,Non Table Games,Online,Mobile
13601126,2019-11-20 22:10:00,1,eGaming,Non Table Games,Online,Mobile
16152126,2020-06-23 14:00:35,10,eGaming,Non Table Games,Online,Mobile
13893029,2019-11-13 19:57:11,1,Sports,Prematch,Online,Mobile
14533838,NULL,NULL,NULL,NULL,NULL,NULL
13746966,2021-04-11 18:57:48,0,eGaming,Non Table Games,Online,Mobile
13895337,2019-11-14 01:09:08,25,Sports,Prematch,Online,Mobile
20056599,NULL,NULL,NULL,NULL,NULL,NULL
13858381,NULL,NULL,NULL,NULL,NULL,NULL
12474068,2019-02-03 16:11:10,1,eGaming,Non Table Games,Online,Web
15566567,2020-04-22 19:09:50,3,eGaming,Non Table Games,Online,Mobile
12706411,NULL,NULL,NULL,NULL,NULL,NULL
15102896,NULL,NULL,NULL,NULL,NULL,NULL
14492695,2019-12-05 14:29:36,10,Sports,Prematch,Online,Mobile
12429421,2019-01-24 04:20:08,1,eGaming,Non Table Games,Online,Mobile
14825813,2020-01-23 13:23:58,1,eGaming,Non Table Games,Online,Mobile
15070623,2020-03-04 00:18:46,2,IVG,IVG,Online,Mobile
15231291,NULL,NULL,NULL,NULL,NULL,NULL
18125486,NULL,NULL,NULL,NULL,NULL,NULL
17310824,2020-09-30 22:06:04,100,Sports,Live,Online,Mobile
12571369,NULL,NULL,NULL,NULL,NULL,NULL
12999920,2019-05-04 08:27:55,10,eGaming,Non Table Games,Online,Mobile
15668095,2020-05-01 13:35:58,10,eGaming,Non Table Games,Online,Mobile
15347283,2020-04-04 06:28:02,10,eGaming,Non Table Games,Online,Mobile
15781634,NULL,NULL,NULL,NULL,NULL,NULL
14787550,NULL,NULL,NULL,NULL,NULL,NULL
17509384,2020-10-17 20:58:42,4,eGaming,Non Table Games,Online,Mobile
17031531,2020-09-03 20:47:54,4,Sports,Prematch,Online,Mobile
15527663,NULL,NULL,NULL,NULL,NULL,NULL
14533638,NULL,NULL,NULL,NULL,NULL,NULL
12341728,NULL,NULL,NULL,NULL,NULL,NULL
18817444,2021-01-19 18:32:30,490,Sports,Prematch,Online,Web
14528698,NULL,NULL,NULL,NULL,NULL,NULL
14482342,NULL,NULL,NULL,NULL,NULL,NULL
14852415,2020-01-27 19:33:36,500,Sports,Prematch,Online,Web
17330890,NULL,NULL,NULL,NULL,NULL,NULL
12637920,NULL,NULL,NULL,NULL,NULL,NULL
12760331,2019-04-01 16:50:12,1,eGaming,Non Table Games,Online,Mobile
15700575,NULL,NULL,NULL,NULL,NULL,NULL
13643729,2019-10-07 19:37:22,1,eGaming,Non Table Games,Online,Web
16004389,NULL,NULL,NULL,NULL,NULL,NULL
13293357,2019-07-26 21:16:24,2,Sports,Prematch,Online,Mobile
13007568,2019-05-07 21:52:01,150,Sports,Prematch,Online,Mobile
15125095,2020-03-12 16:52:51,10,eGaming,Non Table Games,Online,Mobile
14706291,2020-01-06 18:32:33,1,eGaming,Non Table Games,Online,Mobile
13490851,2019-09-16 09:40:25,5,Sports,Live,Online,Mobile
13747351,NULL,NULL,NULL,NULL,NULL,NULL
13855579,2019-11-10 10:52:08,55,Sports,Prematch,Online,Mobile
12747095,2019-03-29 11:49:00,1,Sports,Live,Online,Mobile
16437449,2020-07-22 21:04:34,5,Sports,Live,Online,Mobile
20255765,2021-05-20 10:48:22,1,eGaming,Non Table Games,Online,Mobile
19123349,NULL,NULL,NULL,NULL,NULL,NULL
15542593,2020-04-20 18:05:35,10,eGaming,Non Table Games,Online,Mobile
17998395,2020-11-28 15:46:05,50,Sports,Prematch,Online,Mobile
18311832,NULL,NULL,NULL,NULL,NULL,NULL
12658273,NULL,NULL,NULL,NULL,NULL,NULL
15658465,NULL,NULL,NULL,NULL,NULL,NULL
20750524,2021-07-05 13:54:18,4,eGaming,Non Table Games,Online,Mobile
13766403,NULL,NULL,NULL,NULL,NULL,NULL
20571273,2021-06-19 08:21:08,4,eGaming,Non Table Games,Online,Mobile
19607838,2021-03-22 17:56:15,5,Sports,Prematch,Online,Mobile
13604893,2019-09-29 18:03:40,10,eGaming,Non Table Games,Online,Web
16155298,NULL,NULL,NULL,NULL,NULL,NULL
13903546,NULL,NULL,NULL,NULL,NULL,NULL
14546348,NULL,NULL,NULL,NULL,NULL,NULL
13772930,2020-09-11 13:59:43,0,eGaming,Non Table Games,Online,Mobile
13902562,2019-11-14 19:49:12,1,eGaming,Non Table Games,Online,Mobile
20056836,2021-04-28 16:11:10,0,eGaming,Non Table Games,Online,Mobile
13879277,NULL,NULL,NULL,NULL,NULL,NULL
12484652,NULL,NULL,NULL,NULL,NULL,NULL
15638019,2020-04-29 09:02:35,20,eGaming,Non Table Games,Online,Mobile
12715779,2019-03-22 15:58:55,1,eGaming,Non Table Games,Online,Web
15220203,2020-03-23 11:39:16,2,eGaming,Non Table Games,Online,Mobile
14494887,NULL,NULL,NULL,NULL,NULL,NULL
12430261,2019-01-29 12:24:52,1,eGaming,Non Table Games,Online,Mobile
14827813,NULL,NULL,NULL,NULL,NULL,NULL
15085264,NULL,NULL,NULL,NULL,NULL,NULL
15239949,2020-03-25 12:35:45,0,eGaming,Non Table Games,Online,Mobile
18128534,2020-12-01 18:33:32,2,Sports,Prematch,Online,Mobile
17352884,NULL,NULL,NULL,NULL,NULL,NULL
12598333,NULL,NULL,NULL,NULL,NULL,NULL
13003747,2019-05-05 08:54:00,1,eGaming,Non Table Games,Online,Web
15700702,2020-05-04 13:47:15,2,eGaming,Non Table Games,Online,Mobile
15401426,2020-04-09 21:38:17,1,eGaming,Non Table Games,Online,Mobile
15795396,NULL,NULL,NULL,NULL,NULL,NULL
14790099,2020-02-22 06:35:46,0,eGaming,Non Table Games,Online,Mobile
17644230,2020-10-29 21:23:49,2,eGaming,Non Table Games,Online,Web
17131769,NULL,NULL,NULL,NULL,NULL,NULL
15564049,2020-04-22 15:48:40,10,eGaming,Table Games,Online,Mobile
14534718,2019-12-11 20:25:08,10,Sports,Prematch,Online,Mobile
12353511,NULL,NULL,NULL,NULL,NULL,NULL
18818948,NULL,NULL,NULL,NULL,NULL,NULL
14531047,2019-12-11 08:17:22,0,eGaming,Non Table Games,Online,Mobile
14490327,NULL,NULL,NULL,NULL,NULL,NULL
14885707,2020-02-01 23:39:54,3,eGaming,Non Table Games,Online,Mobile
17349100,2020-10-04 16:06:41,0,eGaming,Non Table Games,Online,Mobile
12638536,2019-03-07 19:44:09,10,eGaming,Non Table Games,Online,Mobile
12793486,NULL,NULL,NULL,NULL,NULL,NULL
12347011,NULL,NULL,NULL,NULL,NULL,NULL
13643944,2019-10-08 13:12:13,1,eGaming,Non Table Games,Online,Mobile
16144975,NULL,NULL,NULL,NULL,NULL,NULL
13308025,2019-07-31 16:52:22,0,eGaming,Non Table Games,Online,Mobile
13014436,NULL,NULL,NULL,NULL,NULL,NULL
15141133,2020-03-15 01:14:56,1,eGaming,Non Table Games,Online,Mobile
14709493,2020-01-06 23:58:40,20,eGaming,Non Table Games,Online,Mobile
13497477,2019-09-17 15:20:18,5,eGaming,Non Table Games,Online,Mobile
13749701,2019-10-23 16:59:40,0,eGaming,Non Table Games,Online,Mobile
13857490,2019-11-08 19:19:51,0,eGaming,Non Table Games,Online,Web
12748929,2019-03-29 19:33:05,1,eGaming,Non Table Games,Online,Mobile
16440348,2020-07-21 14:09:14,4,eGaming,Table Games,Online,Mobile
20289960,NULL,NULL,NULL,NULL,NULL,NULL
19180306,2021-03-24 20:09:58,1,Sports,Prematch,Online,Mobile
15571560,2020-04-23 07:21:21,0,eGaming,Non Table Games,Online,Mobile
18029686,NULL,NULL,NULL,NULL,NULL,NULL
18328548,2020-12-11 08:57:24,10,Sports,Prematch,Online,Mobile
12669005,2019-03-14 10:13:28,1,Sports,Prematch,Online,Mobile
15725376,2020-05-06 21:36:38,0,eGaming,Non Table Games,Online,Mobile
20791752,2021-07-09 21:12:28,1,eGaming,Non Table Games,Online,Mobile
13773266,NULL,NULL,NULL,NULL,NULL,NULL
20591094,NULL,NULL,NULL,NULL,NULL,NULL
19628656,NULL,NULL,NULL,NULL,NULL,NULL
13613126,NULL,NULL,NULL,NULL,NULL,NULL
16158023,NULL,NULL,NULL,NULL,NULL,NULL
13910005,2021-03-26 13:31:12,2,Lotto,Lotto,Online,Mobile
14548518,2019-12-13 17:48:43,1,eGaming,Non Table Games,Online,Mobile
13788787,NULL,NULL,NULL,NULL,NULL,NULL
13906816,NULL,NULL,NULL,NULL,NULL,NULL
20067063,NULL,NULL,NULL,NULL,NULL,NULL
12345718,2019-01-10 17:55:22,1,Sports,Prematch,Online,Mobile
12503312,NULL,NULL,NULL,NULL,NULL,NULL
15654209,2020-04-30 15:28:57,2,eGaming,Non Table Games,Online,Mobile
12751100,NULL,NULL,NULL,NULL,NULL,NULL
15226766,NULL,NULL,NULL,NULL,NULL,NULL
14525959,NULL,NULL,NULL,NULL,NULL,NULL
12433485,2019-01-25 01:10:28,1,eGaming,Non Table Games,Online,Mobile
14828841,2020-01-23 21:43:33,1,eGaming,Non Table Games,Online,Mobile
15093761,NULL,NULL,NULL,NULL,NULL,NULL
15241738,2020-03-25 15:02:21,10,eGaming,Non Table Games,Online,Mobile
18157453,2020-12-03 11:25:41,0,eGaming,Non Table Games,Online,Mobile
17372337,2020-10-07 07:02:10,2,eGaming,Non Table Games,Online,Mobile
12599057,2019-03-01 17:01:21,1,eGaming,Non Table Games,Online,Mobile
13004255,NULL,NULL,NULL,NULL,NULL,NULL
15712067,2020-05-05 17:40:25,3,eGaming,Non Table Games,Online,Mobile
15416138,2020-04-11 05:19:33,1,eGaming,Non Table Games,Online,Mobile
15856302,NULL,NULL,NULL,NULL,NULL,NULL
14798153,NULL,NULL,NULL,NULL,NULL,NULL
17658463,2020-10-29 12:32:44,30,eGaming,Non Table Games,Online,Mobile
17139741,NULL,NULL,NULL,NULL,NULL,NULL
15580853,2020-04-23 22:51:37,10,eGaming,Non Table Games,Online,Mobile
14539077,NULL,NULL,NULL,NULL,NULL,NULL
12367077,2019-01-10 00:20:23,3,eGaming,Non Table Games,Online,Mobile
18821078,NULL,NULL,NULL,NULL,NULL,NULL
14532535,2019-12-11 17:05:39,2,Sports,Live,Online,Mobile
14492942,2019-12-05 15:31:24,0,eGaming,Non Table Games,Online,Mobile
14903184,2020-02-05 10:39:37,10,Sports,Prematch,Online,Mobile
17366602,NULL,NULL,NULL,NULL,NULL,NULL
12643366,NULL,NULL,NULL,NULL,NULL,NULL
12795957,2019-04-12 19:13:23,10,Sports,Prematch,Online,Mobile
12350590,2019-01-06 01:55:12,1,eGaming,Non Table Games,Online,Mobile
13651001,2019-10-09 12:24:14,1,eGaming,Non Table Games,Online,Mobile
16160923,NULL,NULL,NULL,NULL,NULL,NULL
13350459,NULL,NULL,NULL,NULL,NULL,NULL
13016586,2019-05-11 17:37:09,10,Sports,Prematch,Online,Mobile
15152410,2020-03-16 19:54:59,0,eGaming,Non Table Games,Online,Mobile
14730604,2020-01-10 15:01:42,2,Sports,Live,Online,Mobile
13498780,2019-09-17 19:35:28,0,eGaming,Non Table Games,Online,Mobile
13753737,NULL,NULL,NULL,NULL,NULL,NULL
13894377,2019-11-13 20:25:19,3,eGaming,Non Table Games,Online,Mobile
12754703,2019-04-08 14:09:53,0,eGaming,Non Table Games,Online,Mobile
16516307,NULL,NULL,NULL,NULL,NULL,NULL
20305056,2021-05-23 10:54:30,1,eGaming,Non Table Games,Online,Mobile
19183415,2021-02-17 16:55:37,2,eGaming,Non Table Games,Online,Web
15576217,2020-04-23 16:26:15,10,eGaming,Non Table Games,Online,Mobile
18030026,NULL,NULL,NULL,NULL,NULL,NULL
18336217,2020-12-12 09:58:25,2,Sports,Prematch,Online,Mobile
12683663,NULL,NULL,NULL,NULL,NULL,NULL
15742444,2020-05-08 13:17:14,10,eGaming,Non Table Games,Online,Mobile
20793524,2021-07-09 19:43:58,0,eGaming,Non Table Games,Online,Mobile
13828888,2019-11-26 14:00:49,1,eGaming,Non Table Games,Online,Mobile
20606892,NULL,NULL,NULL,NULL,NULL,NULL
19629594,NULL,NULL,NULL,NULL,NULL,NULL
13615344,2019-10-01 22:52:28,1,eGaming,Non Table Games,Online,Mobile
16160651,2020-06-25 15:49:37,460,Sports,Prematch,Online,Web
13918773,NULL,NULL,NULL,NULL,NULL,NULL
15887111,2020-05-24 15:09:40,1,eGaming,Non Table Games,Online,Mobile
13793450,2019-10-30 19:19:57,0,eGaming,Non Table Games,Online,Mobile
13910467,NULL,NULL,NULL,NULL,NULL,NULL
20074382,2021-04-30 08:04:19,9,Sports,Prematch,Online,Mobile
12348071,2019-01-05 17:10:40,0,eGaming,Non Table Games,Online,Web
12530684,NULL,NULL,NULL,NULL,NULL,NULL
15682070,2020-06-15 13:22:07,1,eGaming,Non Table Games,Online,Mobile
12753504,NULL,NULL,NULL,NULL,NULL,NULL
15231530,2020-03-24 14:44:40,1,eGaming,Non Table Games,Online,Mobile
14529935,2019-12-14 16:59:19,875,Sports,Prematch,Online,Web
12435540,2019-01-25 16:54:41,0,eGaming,Non Table Games,Online,Web
14836610,NULL,NULL,NULL,NULL,NULL,NULL
15093784,NULL,NULL,NULL,NULL,NULL,NULL
15254140,NULL,NULL,NULL,NULL,NULL,NULL
18215359,2020-12-08 17:46:20,10,Sports,Prematch,Online,Mobile
17396710,2020-11-28 18:32:00,1,eGaming,Non Table Games,Online,Web
12615792,NULL,NULL,NULL,NULL,NULL,NULL
13011880,2020-03-12 15:14:54,0,eGaming,Non Table Games,Online,Mobile
15789410,2020-05-13 13:16:45,10,eGaming,Non Table Games,Online,Mobile
15447153,NULL,NULL,NULL,NULL,NULL,NULL
15880358,2020-05-23 20:11:18,0,eGaming,Non Table Games,Online,Mobile
14802237,NULL,NULL,NULL,NULL,NULL,NULL
17670921,NULL,NULL,NULL,NULL,NULL,NULL
